bird_id;name;sex;generation;hatching_date;raising_type;status;parent_f;parent_f_id;parent_m;parent_m_id;population;breeding_area;missed_since;delivered_or_death_date;mortality_cause;mortality_verified
349;Cyrus;f;F1;2019-06-11;parent;alive;Vitorio;35;Greta;16;wild population;Kuchl;;;;
350;Deedee;m;F1;2019-06-13;parent;dead;Vitorio;35;Greta;16;wild population;Kuchl;;2019-10-20;predation;verified
352;Bubona;m;F0;2019-04-21;parent;alive;Sherlock 1;n.a.;Baerli;n.a.;wild population;Rosegg;2019-12-19;;;
353;Strenia;f;F0;2019-04-15;parent;alive;Soho;n.a.;Muck;99018;wild population;Rosegg;2019-11-25;;;
354;Bacchus;m;F0;2019-04-07;parent;alive;Baluh ;n.a.;Mundel;n.a.;wild population;Rosegg;;;;
355;Vesta;m;F0;2019-04-09;parent;alive;Hazel;n.a.;Rusty;n.a.;wild population;Rosegg;;;;
356;Aurora;m;F0;2019-04-15;parent;dead;Ariel ;n.a.;Lexi;n.a.;wild population;Rosegg;;2019-12-16;predation;verified
357;Salus;f;F0;2019-04-03;parent;alive;Sid ;n.a.;Rookie ;n.a.;wild population;Rosegg;;;;
358;Pemona;m;F0;2019-03-30;parent;alive;Phoenix ;n.a.;Diesel ;n.a.;wild population;Rosegg;2019-11-14;;;
359;Piccus;m;F0;2019-04-10;parent;delivered;Pebbles;n.a.;Benu;n.a.;wild population;Rosegg;;2019-12-17;;
360;Epona;m;F0;2019-04-04;parent;alive;Phoenix ;n.a.;Diesel ;n.a.;wild population;Rosegg;2019-12-14;;;
361;Pietas;f;F0;2019-05-02;parent;alive;Houdini;n.a.;Jojo1;n.a.;wild population;Rosegg;;;;
362;Cyela;m;F0;2019-04-01;parent;alive;Camillo 1;99013;Nala;n.a.;wild population;Rosegg;;;;
363;Robigus;f;F0;2019-04-10;parent;alive;Raider;n.a.;Guiseppe;n.a.;wild population;Rosegg;;;;
364;Virtus;m;F0;2019-04-22;parent;delivered;Jamala ;n.a.;Zahir;n.a.;wild population;Rosegg;;2019-12-17;;
365;Jupiter;m;F0;2019-04-17;parent;alive;Gismo ;n.a.;José;99067;wild population;Rosegg;;;;
366;Terras;m;F0;2019-06-07;parent;dead;Twister;n.a.;Nero 1;n.a.;wild population;Rosegg;;2019-12-14;shot;unverified
367;Levanna;m;F0;2019-04-11;parent;alive;Meldos;n.a.;Lucky;n.a.;wild population;Rosegg;;;;
368;Fortuna;f;F0;2019-06-05;parent;dead;Twister;n.a.;Nero 1;n.a.;wild population;Rosegg;;2019-12-15;predation;verified
369;Fidessa;f;F0;2019-05-13;parent;alive;Romeo;n.a.;Tamri;99011;wild population;Rosegg;2019-12-14;;;
99078;Sorli;m;F0;2007-04-16;foster parent;dead;Sindbad;n.a.;Alibaba;99012;wild population;Burghausen;2008-08-08;2008-10-08;unknown;unverified
99084;Isi;f;F0;2008-05-26;foster parent;dead;n.a.;n.a.;n.a.;n.a.;wild population;Burghausen;2008-10-09;2008-12-09;unknown;unverified
99086;Mari;f;F0;2008-05-22;foster parent;dead;n.a.;n.a.;n.a.;n.a.;wild population;Burghausen;2008-10-09;2008-12-09;unknown;unverified
99087;Maxi;f;F0;2008-05-14;foster parent;dead;n.a.;n.a.;n.a.;n.a.;wild population;Burghausen;2008-10-09;2008-12-09;unknown;unverified
99088;Alex;m;F0;2008-05-23;foster parent;dead;n.a.;n.a.;n.a.;n.a.;wild population;Burghausen;2009-01-13;2009-03-13;unknown;unverified
99092;Hanni;f;F0;2008-05-21;foster parent;dead;n.a.;n.a.;n.a.;n.a.;wild population;Burghausen;;2010-10-23;injury/illness;verified
99093;Luca;f;F0;2008-05-18;foster parent;dead;n.a.;n.a.;n.a.;n.a.;wild population;Burghausen;2010-05-25;2010-07-25;unknown;unverified
99094;Mia;f;F0;2008-05-21;foster parent;dead;n.a.;n.a.;n.a.;n.a.;wild population;Burghausen;;2009-06-23;electrocution;unverified
99097;Zora;m;F0;2008-05-23;foster parent;dead;n.a.;n.a.;n.a.;n.a.;wild population;Burghausen;2008-10-09;2008-12-09;unknown;unverified
99098;Goja;f;F0;2009-04-30;foster parent;dead;Hombre;n.a.;Arion;n.a.;wild population;Burghausen;;2012-10-13;shot;verified
99101;Manu;f;F0;2009-04-27;foster parent;dead;Hombre;n.a.;Arion;n.a.;wild population;Burghausen;2011-07-29;2011-09-29;unknown;unverified
99103;Chiari;m;F0;2009-04-21;foster parent;dead;Maja;99017;Ouso;n.a.;wild population;Burghausen;2011-08-21;2011-10-21;unknown;unverified
99104;Fria;f;F0;2009-04-24;foster parent;dead;Lola;99005;Muck;99018;wild population;Burghausen;2011-08-21;2011-10-21;unknown;unverified
99105;Irka;f;F0;2009-04-27;foster parent;dead;Esra;99003;Niels;99007;wild population;Burghausen;2011-08-07;2011-10-07;unknown;unverified
99106;JoDi;m;F0;2009-04-21;foster parent;dead;Raki;n.a.;Toni 1;n.a.;wild population;Burghausen;2011-07-15;2011-09-15;unknown;unverified
99110;Toni;f;F0;2009-04-26;foster parent;dead;Soho;n.a.;Tamri;99011;wild population;Burghausen;2009-11-02;2010-01-02;unknown;unverified
99111;Wiedsche;m;F0;2009-04-09;foster parent;dead;Raki;n.a.;Toni 1;n.a.;wild population;Burghausen;;2012-05-22;electrocution;verified
99113;Alberich;f;F0;2010-04-25;foster parent;dead;Soho;n.a.;Muck;99018;wild population;Burghausen;;2013-05-07;injury/illness;verified
99114;Domino;m;F0;2010-04-23;foster parent;dead;Stanley;99020;Tamri;99011;wild population;Burghausen;;2013-11-06;during human care;verified
99115;Gabriel;m;F0;2010-04-30;foster parent;dead;Arion;n.a.;Hombre;n.a.;wild population;Burghausen;2011-11-02;2012-01-02;unknown;unverified
99116;Gwendolin;m;F0;2010-04-25;foster parent;dead;Raki;n.a.;Toni 1;n.a.;wild population;Burghausen;2011-06-28;2011-08-28;unknown;unverified
99117;Cat;m;F0;2010-04-26;foster parent;dead;Aleppo;n.a.;Othello;n.a.;wild population;Burghausen;2012-04-29;2012-06-29;unknown;unverified
99118;Igor;m;F0;2010-04-23;foster parent;dead;Camillo 1;99013;Benu;n.a.;wild population;Burghausen;;2012-11-06;injury/illness;verified
99119;Jurix;m;F0;2010-04-25;foster parent;dead;Momo;99006;Amun;n.a.;wild population;Burghausen;2012-05-26;2012-07-26;unknown;unverified
99120;Lisbeth;f;F0;2010-04-27;foster parent;dead;Momo;99006;Amun;n.a.;wild population;Burghausen;;2012-08-31;during human care;verified
99121;Molino;m;F0;2010-04-28;foster parent;dead;Soho;n.a.;Muck;99018;wild population;Burghausen;2011-10-10;2011-12-10;unknown;unverified
99122;Rasputin;f;F0;2010-04-22;foster parent;dead;Stanley;99020;Tamri;99011;wild population;Burghausen;2011-10-18;2011-12-18;unknown;unverified
99124;Sputnik;f;F0;2010-04-24;foster parent;dead;Camillo 1;99013;Benu;n.a.;wild population;Burghausen;2011-09-06;2011-11-06;unknown;unverified
99125;Teja;m;F0;2010-04-24;foster parent;dead;Raki;n.a.;Toni 1;n.a.;wild population;Burghausen;2011-03-28;2011-05-28;unknown;unverified
99126;Thaddaea;m;F0;2010-04-27;foster parent;dead;Lola;99005;Peppone 1;99019;wild population;Burghausen;;2011-02-10;during human care;verified
99127;Abraxas;m;F1;2011-05-09;parent;delivered;Tintifax;99021;Lilu;1;wild population;Burghausen;;2011-08-13;;
99128;Burgi;f;F1;2011-05-07;parent;dead;Tintifax;99021;Lilu;1;wild population;Burghausen;;2011-09-30;electrocution;verified
99129;Amadeus;m;F0;2011-04-25;foster parent;dead;Allbright;n.a.;Steppenwolf;n.a.;wild population;Kuchl;2012-08-10;2012-10-10;unknown;unverified
99130;Archimedes;m;F0;2011-04-22;foster parent;dead;Pebbles;n.a.;Nero 1;n.a.;wild population;Kuchl;;2013-06-08;shot;verified
99131;Area;f;F0;2011-04-23;foster parent;dead;Momo;99006;Tamri;99011;wild population;Kuchl;;2012-07-22;electrocution;unverified
99132;Casimir;m;F0;2011-04-23;foster parent;dead;Soho;n.a.;Peppone  1;99019;wild population;Kuchl;2013-07-23;2013-09-23;unknown;unverified
99134;Emil;m;F0;2011-04-25;foster parent;dead;Soho;n.a.;Peppone 1;99019;wild population;Kuchl;2012-07-21;2012-09-21;unknown;unverified
99135;Emma;m;F0;2011-04-22;foster parent;dead;Twister;n.a.;Amun;n.a.;wild population;Kuchl;;2012-07-20;injury/illness;verified
99138;Luzie;m;F0;2011-04-23;foster parent;dead;Aleppo;n.a.;Othello;n.a.;wild population;Kuchl;2012-07-21;2012-09-21;unknown;unverified
99140;Pollux;f;F0;2011-04-26;foster parent;dead;Winnetouch;n.a.;Jarmusch;n.a.;wild population;Kuchl;2012-07-21;2012-09-21;unknown;unverified
99141;Soraya;m;F0;2011-04-24;foster parent;dead;Aleppo;n.a.;Othello;n.a.;wild population;Kuchl;2012-07-19;2012-09-19;unknown;unverified
99145;Vicky;f;F0;2011-04-27;supplementation;dead;Allbright;n.a.;Steppenwolf;n.a.;wild population;Burghausen;;2012-08-15;injury/illness;verified
99146;Antares;f;F1;2012-05-18;parent;dead;Goja;99098;Ayla;4;wild population;Burghausen;;2012-09-17;electrocution;verified
99147;Turgay;f;F1;2012-05-23;parent;dead;Jack;2;Marketa;3;wild population;Burghausen;2013-09-25;2013-11-25;unknown;unverified
99148;Jedi;f;F1;2012-05-23;parent;dead;Jack;2;Marketa;3;wild population;Burghausen;;2012-10-17;shot;verified
99149;Knox;n.a.;F1;2012-05-23;parent;dead;Jack;2;Marketa;3;wild population;Burghausen;;2012-08-02;electrocution;verified
99150;Shaki;m;F1;2012-07-09;parent;delivered;Pepe;9;Mikesch;5;wild population;Burghausen;;2012-08-19;;
99151;Chrissi;f;F1;2012-07-16;parent;delivered;Gonzo;6;Lilu;1;wild population;Burghausen;;2012-08-19;;
99152;Gustl;m;F1;2013-05-22;parent;dead;Jack;2;Marketa;3;wild population;Burghausen;;2014-07-17;injury/illness;unverified
99153;Gino;n.a.;F1;2013-06-12;parent;dead;Bima;8;Alpha;11;wild population;Burghausen;2013-09-21;2013-11-21;unknown;unverified
99154;Livio;n.a.;F1;2013-06-15;parent;dead;Bima;8;Alpha;11;wild population;Burghausen;;2013-09-24;predation;verified
99156;namenlos15;n.a.;F1;2014-07-21;parent;dead;Gonzo;6;Mikesch;5;wild population;Burghausen;;2014-08-25;pre_fledgling;verified
99157;GoMi2;n.a.;F1;2014-07-24;parent;delivered;Gonzo;6;Mikesch;5;wild population;Burghausen;;2014-08-26;;
99158;namenlos14;n.a.;F1;2014-06-11;parent;dead;Zeudi;25;Saba;22;wild population;Kuchl;;2014-06-30;pre_fledgling;verified
99162;Luciano No1;m;F2;2017-05-01;parent;dead;Shorty;28;Lilu;1;wild population;Burghausen;2017-06-13;2017-08-13;unknown;unverified
99163;Benefattore;n.a.;F1;2019-06-03;parent;dead;Salem;17;Liethe;38;wild population;Kuchl;;2019-07-03;pre_fledgling;verified
99169;namenlos10;n.a.;F1;2012-05-16;parent;dead;Tintifax;99021;Lilu;1;wild population;Burghausen;;2012-05-16;pre_fledgling;verified
99170;namenlos11;n.a.;F1;2013-05-22;parent;dead;Tintifax;99021;Ayla;4;wild population;Burghausen;;2013-05-24;pre_fledgling;verified
99171;namenlos12;n.a.;F1;2013-05-23;parent;dead;Tintifax;99021;Ayla;4;wild population;Burghausen;;2013-05-25;pre_fledgling;verified
99172;namenlos13;n.a.;F1;2013-05-26;parent;dead;Jack;2;Marketa;3;wild population;Burghausen;;2013-05-29;pre_fledgling;verified
99173;namenlos16;n.a.;F1;2015-05-21;parent;dead;Salem;17;Semir;24;wild population;Kuchl;;2015-05-21;pre_fledgling;verified
99174;namenlos17;n.a.;F1;2015-05-26;parent;dead;Frodo;12;Lilu;1;wild population;Burghausen;;2015-05-27;pre_fledgling;verified
99175;namenlos18;n.a.;F1;2016-05-12;parent;dead;Jack;2;Ayla;4;wild population;Burghausen;;2016-05-12;pre_fledgling;verified
99176;namenlos19;n.a.;F1;2016-05-13;parent;dead;Jack;2;Ayla;4;wild population;Burghausen;;2016-05-13;pre_fledgling;verified
99177;namenlos20;n.a.;F1;2017-05-16;parent;dead;Amore;13;Ayla;4;wild population;Burghausen;;2017-05-16;pre_fledgling;verified
99178;namenlos21;n.a.;F1;2017-06-07;parent;dead;Zeudi;25;Saba;22;wild population;Kuchl;;2017-06-07;pre_fledgling;verified
99179;namenlos22;n.a.;F1;2017-06-09;parent;dead;Peter;47;Liethe;38;wild population;Kuchl;;2017-06-07;pre_fledgling;verified
99180;namenlos23;n.a.;F1;2017-06-07;parent;dead;Frodo;12;Greta;16;wild population;Kuchl;;2017-06-09;pre_fledgling;verified
99181;namenlos24;n.a.;F1;2017-06-12;parent;dead;Peter;47;Liethe;38;wild population;Kuchl;;2017-06-12;pre_fledgling;verified
99182;namenlos25;n.a.;F1;2017-06-13;parent;dead;Peter;47;Liethe;38;wild population;Kuchl;;2017-06-13;pre_fledgling;verified
99183;namenlos27;n.a.;F1;2018-05-31;parent;dead;Peter;47;Nova;48;wild population;Kuchl;;2018-05-31;pre_fledgling;verified
99184;namenlos28;n.a.;F1;2018-06-03;parent;dead;Salem;17;Greta;16;wild population;Kuchl;;2018-06-03;pre_fledgling;verified
99185;namenlos29;n.a.;F1;2018-06-05;parent;dead;Salem;17;Greta;16;wild population;Kuchl;;2018-06-05;pre_fledgling;verified
99186;namenlos30;n.a.;F1;2018-06-07;parent;dead;Marvin;87;Pino;71;wild population;Kuchl;;2018-06-07;pre_fledgling;verified
99187;namenlos31;n.a.;F1;2019-05-30;parent;dead;Peter;47;Nova;48;wild population;Kuchl;;2019-05-30;pre_fledgling;verified
99188;namenlos32;n.a.;F1;2019-06-01;parent;dead;Peter;47;Nova;48;wild population;Kuchl;;2019-06-01;pre_fledgling;verified
99189;namenlos33;n.a.;F1;2019-06-03;parent;dead;Dante;99;Quasimodo;351;wild population;Kuchl;;2019-06-03;pre_fledgling;verified
99190;namenlos34;n.a.;F1;2019-06-04;parent;dead;Leonardo;79;Saba;22;wild population;Kuchl;;2019-06-04;pre_fledgling;verified
99191;namenlos35;n.a.;F1;2019-06-15;parent;dead;Vitorio;35;Greta;16;wild population;Kuchl;;2019-06-15;pre_fledgling;verified
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
